name,location,city,state,country,creators_rec,notes,address,rating,user_ratings_total,google_maps_link,lat,lng,opening_hours,type,google_place_id,type2
Daily Driver,San Francisco Bay Area,San Francisco,California,United States of America,Yes,Bagel shop that gets creative with its recipes: I got the goat cheese and honey cinammon raising bagel and enjoyed it in their airy space in the Dogpatch.,"2535 3rd St, San Francisco, CA 94107, United States",4.2,321.0,"https://www.google.com/maps/search/?api=1&query=2535%203rd%20St,%20San%20Francisco,%20CA%2094107,%20United%20States&query_place_id=ChIJbTcNCG9_j4AR8ezdnQGFXHo",37.7573,-122.388,"Monday: 8:00 AM - 2:00 PM
Tuesday: 8:00 AM - 2:00 PM
Wednesday: 8:00 AM - 2:00 PM
Thursday: 8:00 AM - 2:00 PM
Friday: 8:00 AM - 2:00 PM
Saturday: 8:00 AM - 2:00 PM
Sunday: 8:00 AM - 2:00 PM",cafe,ChIJbTcNCG9_j4AR8ezdnQGFXHo,coffee
Imm Thai Street Food,San Francisco Bay Area,Berkeley,California,United States of America,,"Classic Thai place a few steps from Berkeley's campus. Usually bustling with students, you'll be impressed by the quality of food and service.","2068 University Ave, Berkeley, CA 94704, United States",4.5,1212.0,"https://www.google.com/maps/search/?api=1&query=2068%20University%20Ave,%20Berkeley,%20CA%2094704,%20United%20States&query_place_id=ChIJYx5P7J5-hYARctvMDW_ZVF8",37.8719,-122.2691,"Monday: 11:00 AM - 9:00 PM
Tuesday: 11:00 AM - 9:00 PM
Wednesday: 11:00 AM - 9:00 PM
Thursday: 11:00 AM - 9:00 PM
Friday: 11:00 AM - 9:30 PM
Saturday: 11:00 AM - 9:30 PM
Sunday: 11:00 AM - 9:30 PM",restaurant,ChIJYx5P7J5-hYARctvMDW_ZVF8,food
Reem’s California Mission,San Francisco Bay Area,San Francisco,California,United States of America,,Fantastic Arab-inspired plates: really fresh and bursting with flavor. Get any of the savory plates but don't skip the dessert; I recommend the knafeh.,"2901 Mission St, San Francisco, CA 94110, United States",4.4,176.0,"https://www.google.com/maps/search/?api=1&query=2901%20Mission%20St,%20San%20Francisco,%20CA%2094110,%20United%20States&query_place_id=ChIJo5ZK6U1_j4ARzzvu7N7rK5I",37.7506,-122.418,"Monday: Closed
Tuesday: 8:00 AM - 3:00 PM, 5:00 - 9:00 PM
Wednesday: 8:00 AM - 2:00 PM, 5:00 - 9:00 PM
Thursday: 8:00 AM - 3:00 PM, 5:00 - 9:00 PM
Friday: 8:00 AM - 3:00 PM, 5:00 - 9:00 PM
Saturday: 10:00 AM - 8:00 PM
Sunday: 10:00 AM - 3:00 PM",restaurant,ChIJo5ZK6U1_j4ARzzvu7N7rK5I,food
El Porteno,San Francisco Bay Area,San Francisco,California,United States of America,,Empandas tiny spot inside the Ferry building with a great selection of flavors. The ham and cheese is my go-to.,"2293 Mission St, San Francisco, CA 94110, United States",4.4,112.0,"https://www.google.com/maps/search/?api=1&query=2293%20Mission%20St,%20San%20Francisco,%20CA%2094110,%20United%20States&query_place_id=ChIJuWJlch9_j4ARICDjkBU68-g",37.7605,-122.419,"Monday: 12:00 - 10:00 PM
Tuesday: 12:00 - 10:00 PM
Wednesday: 12:00 - 10:00 PM
Thursday: 12:00 - 10:00 PM
Friday: 12:00 PM - 1:45 AM
Saturday: 12:00 PM - 1:45 AM
Sunday: 12:00 PM - 1:00 AM",restaurant,ChIJNScElRl-j4AR-fmZkyj5o80,food
La Coqueta,San Francisco Bay Area,San Francisco,California,United States of America,,Spanish restaurant by the Embarcadero with innovative dishes and cocktails. Go for a classic paella or one of their seafood tapas and pair it with their rosemary gin tonics.,"Pier 5 The Embarcadero, San Francisco, CA 94111, United States",4.4,2211.0,"https://www.google.com/maps/search/?api=1&query=Pier%205%20The%20Embarcadero,%20San%20Francisco,%20CA%2094111,%20United%20States&query_place_id=ChIJA8_SN2eAhYARCIvEx44Zvfw",37.7986,-122.3966,"Monday: 12:00 - 9:00 PM
Tuesday: 12:00 - 9:00 PM
Wednesday: 12:00 - 9:00 PM
Thursday: 12:00 - 9:00 PM
Friday: 11:00 AM - 10:00 PM
Saturday: 11:00 AM - 10:00 PM
Sunday: 11:00 AM - 10:00 PM",bar,ChIJA8_SN2eAhYARCIvEx44Zvfw,drinks
La Mar Cebicheria Peruana,San Francisco Bay Area,San Francisco,California,United States of America,Yes,"Famous Peruvian spot, with some of the best nigiri I've had. Very fresh and tasty, and a great balcony area overlooking the Bay Bridge and Embarcadero.","PIER 1 1/2 The Embarcadero N, San Francisco, CA 94105, United States",4.5,3715.0,"https://www.google.com/maps/search/?api=1&query=PIER%201%201/2%20The%20Embarcadero%20N,%20San%20Francisco,%20CA%2094105,%20United%20States&query_place_id=ChIJURDKN2eAhYARN0AMzUEaiKo",37.7971,-122.3954,"Monday: 11:30 AM - 2:30 PM, 5:00 - 9:00 PM
Tuesday: 11:30 AM - 2:30 PM, 5:00 - 9:00 PM
Wednesday: 11:30 AM - 2:30 PM, 5:00 - 9:00 PM
Thursday: 11:30 AM - 2:30 PM, 5:00 - 9:00 PM
Friday: 11:30 AM - 2:30 PM, 5:00 - 9:30 PM
Saturday: 11:30 AM - 2:30 PM, 5:00 - 9:30 PM
Sunday: 11:30 AM - 2:30 PM, 5:00 - 9:00 PM",restaurant,ChIJURDKN2eAhYARN0AMzUEaiKo,food
Top Dog,San Francisco Bay Area,Berkeley,California,United States of America,Yes,"Simple hot dog spot a block and a half from UC Berkeley's campus. The perfectly simple recipe of a bun, hot dog and mustard served in a place that has been there since 1966.","2534 Durant Ave, Berkeley, CA 94704, United States",4.6,1189.0,"https://www.google.com/maps/search/?api=1&query=2534%20Durant%20Ave,%20Berkeley,%20CA%2094704,%20United%20States&query_place_id=ChIJ82ILDy98hYARmDyblkFWaBQ",37.8679,-122.2574,"Monday: 10:00 AM - 2:00 AM
Tuesday: 10:00 AM - 2:00 AM
Wednesday: 10:00 AM - 2:00 AM
Thursday: 10:00 AM - 2:00 AM
Friday: 10:00 AM - 3:00 AM
Saturday: 11:00 AM - 3:00 AM
Sunday: 11:00 AM - 2:00 AM",meal_takeaway,ChIJ82ILDy98hYARmDyblkFWaBQ,food
Besharam,San Francisco Bay Area,San Francisco,California,United States of America,Yes,"Great Gujarati cuisine with menu sections named after cities: for me, Khaman (lentil cake with coconut chutney) and their house-made cocktails were the hightlight of the experience.","1275 Minnesota St, San Francisco, CA 94107, United States",4.3,443.0,"https://www.google.com/maps/search/?api=1&query=1275%20Minnesota%20St,%20San%20Francisco,%20CA%2094107,%20United%20States&query_place_id=ChIJpVAZ4wx_j4AR4j8Q0COpGHc",37.7542,-122.3897,"Monday: Closed
Tuesday: Closed
Wednesday: 5:00 - 9:00 PM
Thursday: 5:00 - 9:00 PM
Friday: 5:00 - 9:00 PM
Saturday: 5:00 - 9:00 PM
Sunday: 5:00 - 9:00 PM",restaurant,ChIJpVAZ4wx_j4AR4j8Q0COpGHc,food
Pier Market Seafood Restaurant,San Francisco Bay Area,San Francisco,California,United States of America,,"A bustling place in the middle of Fisherman's Wharf: great seafood selection, including pasta and risottos and views of the Golden Gate Bridge.","39 Pier 39, San Francisco, CA 94133, United States",4.4,6281.0,"https://www.google.com/maps/search/?api=1&query=39%20Pier%2039,%20San%20Francisco,%20CA%2094133,%20United%20States&query_place_id=ChIJHSGzi_yAhYAR9CGTkz3GiJ0",37.8099,-122.4106,"Monday: 11:00 AM - 10:00 PM
Tuesday: 11:00 AM - 10:00 PM
Wednesday: 11:00 AM - 10:00 PM
Thursday: 11:00 AM - 10:00 PM
Friday: 11:00 AM - 10:00 PM
Saturday: 11:00 AM - 10:00 PM
Sunday: 11:00 AM - 10:00 PM",restaurant,ChIJHSGzi_yAhYAR9CGTkz3GiJ0,food
Hillstone,San Francisco Bay Area,San Francisco,California,United States of America,,An American diner with a few twists: they happen to have great espresso and a few seafood plates.,"1800 Montgomery St, San Francisco, CA 94111, United States",4.4,1759.0,"https://www.google.com/maps/search/?api=1&query=1800%20Montgomery%20St,%20San%20Francisco,%20CA%2094111,%20United%20States&query_place_id=ChIJ3a33xfmAhYAR5tbOg8ouvf8",37.806,-122.4051,"Monday: 11:30 AM - 9:00 PM
Tuesday: 11:30 AM - 9:00 PM
Wednesday: 11:30 AM - 9:00 PM
Thursday: 11:30 AM - 9:00 PM
Friday: 11:30 AM - 9:30 PM
Saturday: 11:30 AM - 9:30 PM
Sunday: 11:30 AM - 9:00 PM",restaurant,ChIJ3a33xfmAhYAR5tbOg8ouvf8,food
Joyride Pizza,San Francisco Bay Area,San Francisco,California,United States of America,,Casual pizza spot with great views of the Yerba Buena gardens and the Downtown SF skyline.,"730 Howard St, San Francisco, CA 94103, United States",4.3,946.0,"https://www.google.com/maps/search/?api=1&query=730%20Howard%20St,%20San%20Francisco,%20CA%2094103,%20United%20States&query_place_id=ChIJwRoTbYeAhYARRVVpbPgZvdw",37.7845,-122.4019,"Monday: 12:00 - 8:00 PM
Tuesday: 12:00 - 8:00 PM
Wednesday: 12:00 - 8:00 PM
Thursday: 12:00 - 8:00 PM
Friday: 12:00 - 8:00 PM
Saturday: 12:00 - 8:00 PM
Sunday: 12:00 - 8:00 PM",meal_takeaway,ChIJG6XOLiJ-j4ARwnJDDxPKAs8,food
Zachary’s Chicago Pizza,San Francisco Bay Area,Oakland,California,United States of America,Yes,"Local legend pizza place that serves Chicago-style pizza with yummy stuffings. Once the pizza is ready, the friendly staff will offer to serve you the first piece. The spinach and mushroom is a classic!","5801 College Ave, Oakland, CA 94618, United States",4.7,2545.0,"https://www.google.com/maps/search/?api=1&query=5801%20College%20Ave,%20Oakland,%20CA%2094618,%20United%20States&query_place_id=ChIJ9bZJbMN9hYARZ3JGwPCPnfc",37.8463,-122.2522,"Monday: 11:00 AM - 9:00 PM
Tuesday: 11:00 AM - 9:00 PM
Wednesday: 11:00 AM - 9:00 PM
Thursday: 11:00 AM - 9:00 PM
Friday: 11:00 AM - 9:30 PM
Saturday: 11:00 AM - 9:30 PM
Sunday: 11:00 AM - 9:00 PM",restaurant,ChIJ9bZJbMN9hYARZ3JGwPCPnfc,food
Ralph’s,"New York, NY",New York City,New York,United States of America,,"Interesting experience in this Ralph Lauren coffee shop. The decor was fancier than the coffee, but still not your usual drink.","160 5th Ave, New York, NY 10010, United States",4.3,301.0,"https://www.google.com/maps/search/?api=1&query=160%205th%20Ave,%20New%20York,%20NY%2010010,%20United%20States&query_place_id=ChIJXaZb6BJZwokRtn0wzmpDqV4",40.7401,-73.9909,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 7:30 AM - 6:00 PM
Sunday: 8:00 AM - 5:00 PM",cafe,ChIJLx2u_exZwokRRATuJZ5qHJQ,coffee
Cafe Grumpy,"Hoboken, NJ",Hoboken,New Jersey,United States of America,,Cute spot in a Whole Foods (convenient). The espresso was pretty good as well!,"1400 Waterfront Terrace, Weehawken, NJ 07086, United States",4.4,29.0,"https://www.google.com/maps/search/?api=1&query=1400%20Waterfront%20Terrace,%20Weehawken,%20NJ%2007086,%20United%20States&query_place_id=ChIJX8LJ1hBZwokRKyDZuW-MTiM",40.7614,-74.0224,"Monday: 8:00 AM - 7:00 PM
Tuesday: 8:00 AM - 7:00 PM
Wednesday: 8:00 AM - 7:00 PM
Thursday: 8:00 AM - 7:00 PM
Friday: 8:00 AM - 7:00 PM
Saturday: 8:00 AM - 7:00 PM
Sunday: 8:00 AM - 7:00 PM",cafe,ChIJX8LJ1hBZwokRKyDZuW-MTiM,coffee
%Arabica,"New York, NY",New York City,New York,United States of America,,Great coffee in an awesome location: get your coffee to go and walk over to the park overlooking the Manhattan skyline.,"20 Old Fulton St, Brooklyn, NY 11201, United States",4.4,650.0,"https://www.google.com/maps/search/?api=1&query=20%20Old%20Fulton%20St,%20Brooklyn,%20NY%2011201,%20United%20States&query_place_id=ChIJd1M9O0xbwokRi1mu1DC93xY",40.7026,-73.9942,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",cafe,ChIJd1M9O0xbwokRi1mu1DC93xY,coffee
Black Fox Coffee,"New York, NY",New York City,New York,United States of America,Yes,"Fave NYC coffee spot! Singular attention to making very high quality coffee drinks provides for some of the best espresso I've had. Checkout one of their three spots around New York, but I recommend their Pine Street flagship.","438 W 33rd St, New York, NY 10001, United States",4.6,85.0,"https://www.google.com/maps/search/?api=1&query=438%20W%2033rd%20St,%20New%20York,%20NY%2010001,%20United%20States&query_place_id=ChIJOcDofCpZwokRuUs6afge9dE",40.7532,-73.9983,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",cafe,ChIJKeU4NBZawokROz07vTp32BQ,coffee
Cafe Patoro,"New York, NY",New York City,New York,United States of America,Yes,"Quaint shop in the Front Street historical district. You'll enjoy the calm atmosphere if you like a cozy spot to read, write or meet up with the shop's regulars. Also pretty good coffee is a bonus.","223 Front St, New York, NY 10038, United States",4.6,433.0,"https://www.google.com/maps/search/?api=1&query=223%20Front%20St,%20New%20York,%20NY%2010038,%20United%20States&query_place_id=ChIJHdfkwDxawokRxtRRUo4z2BQ",40.7074,-74.0023,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",cafe,ChIJHdfkwDxawokRxtRRUo4z2BQ,coffee
Coffee Project,"New York, NY",New York City,New York,United States of America,,Deconstructed coffees are the star of the show at this small coffee shop. Give it a try for a different and revealing coffee experience in which your typical latte with come as 3 separate cups.,"239 E 5th St, New York, NY 10003, United States",4.7,692.0,"https://www.google.com/maps/search/?api=1&query=239%20E%205th%20St,%20New%20York,%20NY%2010003,%20United%20States&query_place_id=ChIJ_dckWptZwokR_LkU9WxPNZ4",40.7271,-73.9894,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:00 AM - 5:30 PM
Sunday: 8:00 AM - 5:30 PM",cafe,ChIJ_dckWptZwokR_LkU9WxPNZ4,coffee
Cortaditos,"Union City, NJ",Union City,New Jersey,United States of America,,Cuban coffee shop with lively decor and music. Get one of their signature drinks and enjoy the happy atmosphere.,"4501 Park Ave, Union City, NJ 07087, United States",4.6,329.0,"https://www.google.com/maps/search/?api=1&query=4501%20Park%20Ave,%20Union%20City,%20NJ%2007087,%20United%20States&query_place_id=ChIJi9xEDhlZwokRZXXlcZ6Ubkw",40.7772,-74.0188,"Monday: 6:00 AM - 8:00 PM
Tuesday: 6:00 AM - 8:00 PM
Wednesday: 6:00 AM - 8:00 PM
Thursday: 6:00 AM - 8:00 PM
Friday: 6:00 AM - 8:00 PM
Saturday: 6:00 AM - 8:00 PM
Sunday: 8:00 AM - 8:00 PM",cafe,ChIJi9xEDhlZwokRZXXlcZ6Ubkw,coffee
Joe Coffee Company,"New York, NY",New York City,New York,United States of America,Yes,Coffee kiosk in Bryant Park. My recommendation is to get a coffee and drink it slowly taking in the sounds and sights of the city seeping in at the edges of this urban park.,"9 E 13th St, New York, NY 10003, United States",4.3,226.0,"https://www.google.com/maps/search/?api=1&query=9%20E%2013th%20St,%20New%20York,%20NY%2010003,%20United%20States&query_place_id=ChIJbSf_R5hZwokRsiFxyNhkkHo",40.7352,-73.9933,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",cafe,ChIJs_ON7LlZwokRmKAaVhqevLo,coffee
Hungry Ghost,"New York, NY",New York City,New York,United States of America,Yes,"Their Fulton St Brooklyn location makes for a nice neighbor-ly coffee experience. My recommendation: take your drink to go and walk around the street lined with bookstores and cafes, a nice getaway from the bustle of Manhattan visible from the distance.","165 Church St, New York, NY 10007, United States",4.6,111.0,"https://www.google.com/maps/search/?api=1&query=165%20Church%20St,%20New%20York,%20NY%2010007,%20United%20States&query_place_id=ChIJoX8prKxbwokRRdoG4EbHC14",40.7153,-74.0075,"Monday: 7:00 AM - 7:00 PM
Tuesday: 7:00 AM - 7:00 PM
Wednesday: 7:00 AM - 7:00 PM
Thursday: 7:00 AM - 7:00 PM
Friday: 7:00 AM - 7:00 PM
Saturday: 7:00 AM - 7:00 PM
Sunday: 7:00 AM - 7:00 PM",cafe,ChIJoX8prKxbwokRRdoG4EbHC14,coffee
Devocion,"New York, NY",New York City,New York,United States of America,,Some of the best coffee in NYC: at their Brooklyn location you can enjoy a glass-roofed coffee room with stage-like seating.,"25 E 20th St, New York, NY 10003, United States",4.5,594.0,"https://www.google.com/maps/search/?api=1&query=25%20E%2020th%20St,%20New%20York,%20NY%2010003,%20United%20States&query_place_id=ChIJH1KZKilZwokRYwSxtHI3_N0",40.7391,-73.9891,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",cafe,ChIJH1KZKilZwokRYwSxtHI3_N0,coffee
Lillo Cucina Italiana,"New York, NY",New York City,New York,United States of America,Yes,Tiny cash-only pasta spot with only a handful of tables. Can't go wrong with any of the dishes and the Italian decor and the friendliness of the people dining creates a heart-warming food atmosphere!,"331 Henry St, Brooklyn, NY 11201, United States",4.8,310.0,"https://www.google.com/maps/search/?api=1&query=331%20Henry%20St,%20Brooklyn,%20NY%2011201,%20United%20States&query_place_id=ChIJtzWlCkVawokRCojY8KfHqqI",40.6902,-73.9964,"Monday: Closed
Tuesday: 12:30 - 8:30 PM
Wednesday: 12:30 - 8:30 PM
Thursday: 12:30 - 8:30 PM
Friday: 12:30 - 8:30 PM
Saturday: 12:30 - 8:30 PM
Sunday: 12:30 - 8:30 PM",restaurant,ChIJtzWlCkVawokRCojY8KfHqqI,food
YUBU,"New York, NY",New York City,New York,United States of America,Yes,Innovative food items in this casual Korean spot: get a set of their 3 sushi-like small eats. I recommend the salmon and spicy tuna.,"86 E 7th St, New York, NY 10003, United States",4.6,207.0,"https://www.google.com/maps/search/?api=1&query=86%20E%207th%20St,%20New%20York,%20NY%2010003,%20United%20States&query_place_id=ChIJCzymus9ZwokRwUnRIM76cKU",40.727,-73.9861,"Monday: Closed
Tuesday: Closed
Wednesday: 11:00 AM - 3:00 PM, 4:00 - 8:00 PM
Thursday: 11:00 AM - 3:00 PM, 4:00 - 8:00 PM
Friday: 11:00 AM - 3:00 PM, 4:00 - 8:00 PM
Saturday: 11:00 AM - 3:00 PM, 4:00 - 8:00 PM
Sunday: 11:00 AM - 3:00 PM, 4:00 - 8:00 PM",meal_takeaway,ChIJCzymus9ZwokRwUnRIM76cKU,food
L’Industrie,"New York, NY",New York City,New York,United States of America,,NYC style pizza at its best. The burrata and truffle slices are a must if you ask me and the lines are worth it for these slices.,"254 S 2nd St, Brooklyn, NY 11211, United States",4.8,2071.0,"https://www.google.com/maps/search/?api=1&query=254%20S%202nd%20St,%20Brooklyn,%20NY%2011211,%20United%20States&query_place_id=ChIJQ-hJIuBbwokRRUdquw_5w5U",40.7116,-73.9579,"Monday: 12:00 - 10:00 PM
Tuesday: 12:00 - 10:00 PM
Wednesday: 12:00 - 10:00 PM
Thursday: 12:00 - 10:00 PM
Friday: 12:00 - 10:00 PM
Saturday: 12:00 - 10:00 PM
Sunday: 12:00 - 10:00 PM",restaurant,ChIJQ-hJIuBbwokRRUdquw_5w5U,food
Sam’s Falafel,"New York, NY",New York City,New York,United States of America,Yes,"Giant falafel sandwich that will leave you full for the rest of the day, definitely worth it! Staff is passionate and friendly, but I recommend taking the sandwich and walking over to the Hudson river and enjoy it watching the ships.","100 Cedar St #90, New York, NY 10006, United States",4.8,205.0,"https://www.google.com/maps/search/?api=1&query=100%20Cedar%20St%20#90,%20New%20York,%20NY%2010006,%20United%20States&query_place_id=ChIJha_VQhdawokRuVhfhUyURGg",40.709,-74.0114,"Monday: 10:00 AM - 3:30 PM
Tuesday: 10:00 AM - 3:30 PM
Wednesday: 10:00 AM - 3:30 PM
Thursday: 10:00 AM - 3:30 PM
Friday: 10:00 AM - 3:30 PM
Saturday: 10:00 AM - 4:30 PM
Sunday: Closed",restaurant,ChIJha_VQhdawokRuVhfhUyURGg,food
Leo’s Bagel,"New York, NY",New York City,New York,United States of America,,Great bagel spot in the Wall Street area: get one of their special bagels (I recommend the avocado and bacon). Simple but very filling!,"3 Hanover Square, New York, NY 10004, United States",4.3,1912.0,"https://www.google.com/maps/search/?api=1&query=3%20Hanover%20Square,%20New%20York,%20NY%2010004,%20United%20States&query_place_id=ChIJST0cgRZawokRZcRLEH3ylJ0",40.7049,-74.0097,"Monday: 6:00 AM - 3:00 PM
Tuesday: 6:00 AM - 3:00 PM
Wednesday: 6:00 AM - 3:00 PM
Thursday: 6:00 AM - 3:00 PM
Friday: 6:00 AM - 3:00 PM
Saturday: 7:00 AM - 4:00 PM
Sunday: 7:00 AM - 4:00 PM",bakery,ChIJST0cgRZawokRZcRLEH3ylJ0,food
Van Leeuwen Ice Cream,"New York, NY",New York City,New York,United States of America,,"Funky (always appreciated) flavors. I recommend their seasonal specials, the passion fruit was colorful and very tasty.","48 1/2 E 7th St, New York, NY 10003, United States",4.5,1351.0,"https://www.google.com/maps/search/?api=1&query=48%201/2%20E%207th%20St,%20New%20York,%20NY%2010003,%20United%20States&query_place_id=ChIJFzjg4FFawokRzq3tGzrnVhM",40.7277,-73.9877,"Monday: 11:00 AM - 12:00 AM
Tuesday: 11:00 AM - 12:00 AM
Wednesday: 11:00 AM - 12:00 AM
Thursday: 11:00 AM - 12:00 AM
Friday: 11:00 AM - 1:00 AM
Saturday: 11:00 AM - 1:00 AM
Sunday: 11:00 AM - 12:00 AM",store,ChIJFzjg4FFawokRzq3tGzrnVhM,shopping
Pita Yeero,"New York, NY",New York City,New York,United States of America,,Greek kiosk in an indoor food court: get the chicken gyro. Yummy!,"URBANSPACE 570 Lexington, 570 Lexington Ave, New York, NY 10022, United States",4.1,73.0,"https://www.google.com/maps/search/?api=1&query=URBANSPACE%20570%20Lexington,%20570%20Lexington%20Ave,%20New%20York,%20NY%2010022,%20United%20States&query_place_id=ChIJA4zMd0BZwokRd8jGr1prd38",40.7571,-73.9725,"Monday: 11:00 AM - 8:00 PM
Tuesday: 11:00 AM - 8:00 PM
Wednesday: 11:00 AM - 8:00 PM
Thursday: 11:00 AM - 8:00 PM
Friday: 11:00 AM - 8:00 PM
Saturday: Closed
Sunday: Closed",restaurant,ChIJA4zMd0BZwokRd8jGr1prd38,food
Orale! Mexican Kitchen,"Hoboken, NJ",Hoboken,New Jersey,United States of America,Yes,"I've only ever ordered takeout from this Mexican spot, but the battered fish tacos and their rice side dish is something I go back to week after week.","1426 Willow Ave, Hoboken, NJ 07030, United States",4.3,642.0,"https://www.google.com/maps/search/?api=1&query=1426%20Willow%20Ave,%20Hoboken,%20NJ%2007030,%20United%20States&query_place_id=ChIJQ2aGW41ZwokRDKs2nyGEdHA",40.7549,-74.0295,"Monday: Closed
Tuesday: 3:00 - 10:00 PM
Wednesday: 3:00 - 10:00 PM
Thursday: 3:00 - 10:00 PM
Friday: 3:00 - 10:00 PM
Saturday: 12:00 - 10:00 PM
Sunday: 12:00 - 9:00 PM",restaurant,ChIJQ2aGW41ZwokRDKs2nyGEdHA,food
Khiladi NYC,"New York, NY",New York City,New York,United States of America,,"Great dosa, I recommend the ""everything"" filling with cheese, potatoes and lentils.","175 Avenue B, New York, NY 10009, United States",4.4,349.0,"https://www.google.com/maps/search/?api=1&query=175%20Avenue%20B,%20New%20York,%20NY%2010009,%20United%20States&query_place_id=ChIJ4bznWw1ZwokRfCZCl74RhOs",40.7275,-73.9792,,restaurant,ChIJ4bznWw1ZwokRfCZCl74RhOs,food
Mariscos El Submarino,"New York, NY",New York City,New York,United States of America,,Fish tacos in this small but very busy Queens Mexican restaurant.,"8805 Roosevelt Ave, Queens, NY 11372, United States",4.6,354.0,"https://www.google.com/maps/search/?api=1&query=8805%20Roosevelt%20Ave,%20Queens,%20NY%2011372,%20United%20States&query_place_id=ChIJCURgyldfwokRvBpy5nCp7qY",40.7485,-73.8781,"Monday: 12:00 - 9:00 PM
Tuesday: 12:00 - 9:00 PM
Wednesday: 12:00 - 9:00 PM
Thursday: 12:00 - 9:00 PM
Friday: 12:00 - 9:00 PM
Saturday: 12:00 - 9:00 PM
Sunday: 12:00 - 9:00 PM",restaurant,ChIJCURgyldfwokRvBpy5nCp7qY,food
Nada,"New York, NY",New York City,New York,United States of America,,Vegan empanadas: warm and filling. The black bean and corn was great!,"548 W 22nd St, New York, NY 10011, United States",0.0,0.0,"https://www.google.com/maps/search/?api=1&query=548%20W%2022nd%20St,%20New%20York,%20NY%2010011,%20United%20States&query_place_id=ChIJLYGkXixawokR1a_a84zM9AE",40.7478,-74.007,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 10:00 AM - 8:00 PM
Friday: 11:00 AM - 7:00 PM
Saturday: 11:00 AM - 7:00 PM
Sunday: 11:00 AM - 5:00 PM",point_of_interest,ChIJLYGkXixawokR1a_a84zM9AE,attraction
Spicy Moon,"New York, NY",New York City,New York,United States of America,,Scallion pancakes and dan dan noodles in this vegan spot really hit the spot! Tasty and good portion sizes for our noodle cravings.,"328 E 6th St, New York, NY 10003, United States",4.6,683.0,"https://www.google.com/maps/search/?api=1&query=328%20E%206th%20St,%20New%20York,%20NY%2010003,%20United%20States&query_place_id=ChIJ7x3Pe11ZwokRLpfe6va9dqs",40.7267,-73.9872,"Monday: 11:30 AM - 10:00 PM
Tuesday: 11:30 AM - 10:00 PM
Wednesday: 11:30 AM - 10:00 PM
Thursday: 11:30 AM - 10:00 PM
Friday: 11:30 AM - 10:00 PM
Saturday: 11:30 AM - 10:00 PM
Sunday: 11:30 AM - 10:00 PM",meal_delivery,ChIJ7x3Pe11ZwokRLpfe6va9dqs,food
Taqueria Al Pastor,"New York, NY",New York City,New York,United States of America,Yes,"Some of the tastiest tacos al pastor NYC has to offer. As always, the marinated pork, sauces and pinapple make for a great food experience. Props for being right outside of the subway stop.","128 Wyckoff Ave, Brooklyn, NY 11237, United States",4.6,511.0,"https://www.google.com/maps/search/?api=1&query=128%20Wyckoff%20Ave,%20Brooklyn,%20NY%2011237,%20United%20States&query_place_id=ChIJVxxLjhhdwokRljQPK_XWGzw",40.7034,-73.918,"Monday: 11:00 AM - 12:00 AM
Tuesday: 11:00 AM - 12:00 AM
Wednesday: 11:00 AM - 12:00 AM
Thursday: 11:00 AM - 12:00 AM
Friday: 11:00 AM - 1:00 AM
Saturday: 11:00 AM - 1:00 AM
Sunday: 11:00 AM - 12:00 AM",restaurant,ChIJVxxLjhhdwokRljQPK_XWGzw,food
